Date,Region,City,Category,Product,Customer Type,Payment Method,Delivery Status,Salesperson,Quantity,Units Sold,Unit Price,Revenue,Return Status,Return Amount
10-01-2025,West,Mumbai,Home,Lamp,New,Net Banking,Pending,Karan,2,2,1726.73,3453.46,No,0
03-04-2025,North,Chandigarh,Electronics,Tablet,New,Cash,Delivered,Rohit,2,2,3175.95,6351.9,No,0
16-05-2024,South,Chennai,Groceries,Rice,New,UPI,Delivered,Rohit,3,3,4963.32,14889.96,No,0
10-08-2025,West,Pune,Electronics,Phone,Returning,Cash,Delivered,Sneha,6,6,3678.19,22069.14,No,0
30-06-2025,South,Chennai,Fashion,Jeans,New,Cash,Shipped,Sneha,1,1,2107.4,2107.4,No,0
27-05-2025,West,Mumbai,Groceries,Oil,Returning,UPI,Shipped,Sneha,7,7,181.71,1271.97,No,0
22-10-2024,West,Mumbai,Fashion,Shirt,New,UPI,Pending,Amit,7,7,1435.99,10051.93,No,0
15-11-2024,East,Bhubaneswar,Electronics,Laptop,Returning,Net Banking,Shipped,Karan,1,1,4179.8,4179.8,No,0
25-07-2025,South,Bangalore,Home,Table,New,UPI,Pending,Amit,1,1,4790.27,4790.27,No,0
14-12-2024,West,Mumbai,Groceries,Milk,Returning,Card,Shipped,Rohit,3,3,2352.26,7056.78,No,0
16-08-2024,East,Kolkata,Home,Table,New,Cash,Delivered,Sneha,7,7,2885.91,20201.37,Yes,14267.06
26-09-2024,West,Pune,Sports,Ball,Returning,UPI,Pending,Karan,3,3,2040.4,6121.2,No,0
17-10-2024,South,Bangalore,Electronics,Phone,Returning,Card,Delivered,Sneha,7,7,4751.44,33260.08,No,0
25-12-2025,South,Bangalore,Electronics,Laptop,Returning,Net Banking,Pending,Priya,8,8,725.09,5800.72,No,0
13-06-2024,West,Pune,Fashion,Shoes,New,Net Banking,Pending,Karan,6,6,1841.65,11049.9,No,0
05-01-2024,South,Bangalore,Sports,Bat,New,Net Banking,Shipped,Amit,7,7,2986.2,20903.4,No,0
13-01-2025,South,Chennai,Home,Chair,Returning,Net Banking,Shipped,Karan,2,2,2920.41,5840.82,No,0
18-03-2024,South,Bangalore,Electronics,Tablet,Returning,Card,Shipped,Priya,9,9,1074.19,9667.71,No,0
13-02-2025,East,Bhubaneswar,Sports,Bat,New,UPI,Shipped,Priya,2,2,438.85,877.7,No,0
27-07-2025,South,Bangalore,Electronics,Phone,New,UPI,Delivered,Amit,3,3,1838.68,5516.04,No,0
11-05-2024,North,Chandigarh,Groceries,Oil,New,Card,Shipped,Priya,4,4,3526.76,14107.04,No,0
23-08-2025,East,Kolkata,Fashion,Jeans,New,UPI,Pending,Karan,5,5,2880.22,14401.1,No,0
11-02-2024,North,Chandigarh,Electronics,Laptop,Returning,Card,Pending,Amit,8,8,3089.53,24716.24,No,0
29-03-2024,West,Pune,Electronics,Tablet,Returning,Cash,Shipped,Amit,7,7,1654.8,11583.6,No,0
05-02-2025,East,Kolkata,Home,Chair,Returning,Cash,Pending,Priya,1,1,3500.69,3500.69,No,0
22-10-2024,East,Kolkata,Groceries,Milk,New,Cash,Delivered,Rohit,2,2,2136.02,4272.04,No,0
21-10-2024,North,Delhi,Groceries,Milk,New,Card,Shipped,Priya,6,6,547.41,3284.46,No,0
07-09-2025,South,Bangalore,Electronics,Phone,New,Net Banking,Pending,Priya,2,2,4713.22,9426.44,No,0
09-06-2025,West,Mumbai,Groceries,Oil,Returning,UPI,Shipped,Sneha,3,3,398.42,1195.26,Yes,922.18
21-11-2025,North,Delhi,Electronics,Tablet,New,UPI,Pending,Rohit,4,4,2096.09,8384.36,No,0
28-09-2025,West,Pune,Groceries,Milk,Returning,Cash,Shipped,Priya,1,1,1061.84,1061.84,Yes,944.33
25-02-2025,North,Chandigarh,Sports,Bat,New,Net Banking,Pending,Rohit,2,2,4464.23,8928.46,No,0
23-01-2024,West,Mumbai,Home,Table,Returning,Card,Shipped,Karan,3,3,4061.13,12183.39,No,0
28-07-2025,North,Delhi,Electronics,Laptop,New,Cash,Shipped,Priya,6,6,4573.9,27443.4,No,0
22-05-2024,South,Bangalore,Sports,Bat,Returning,Card,Pending,Amit,3,3,906.64,2719.92,No,0
26-10-2025,East,Kolkata,Electronics,Phone,Returning,Card,Shipped,Sneha,8,8,1309.6,10476.8,No,0
24-05-2024,East,Bhubaneswar,Sports,Bat,Returning,Net Banking,Delivered,Rohit,6,6,2989.3,17935.8,Yes,15518.64
12-08-2024,West,Mumbai,Groceries,Rice,Returning,UPI,Delivered,Amit,7,7,3643.05,25501.35,No,0
17-05-2025,South,Bangalore,Electronics,Tablet,Returning,Net Banking,Pending,Rohit,9,9,1148.57,10337.13,No,0
07-09-2025,South,Bangalore,Groceries,Rice,New,UPI,Pending,Rohit,4,4,1865.84,7463.36,No,0
13-04-2024,South,Chennai,Home,Table,New,Card,Pending,Sneha,4,4,3281.96,13127.84,No,0
08-02-2024,West,Pune,Groceries,Rice,New,UPI,Delivered,Priya,9,9,1538.32,13844.88,No,0
16-07-2024,South,Bangalore,Fashion,Jeans,New,Net Banking,Delivered,Sneha,3,3,2831.28,8493.84,No,0
07-10-2025,East,Kolkata,Sports,Bat,New,Cash,Shipped,Sneha,5,5,2866.49,14332.45,No,0
01-08-2025,North,Chandigarh,Groceries,Oil,New,Card,Pending,Sneha,2,2,4098.79,8197.58,Yes,6465.71
25-01-2025,South,Bangalore,Sports,Ball,New,Net Banking,Pending,Karan,9,9,4410.79,39697.11,Yes,15278.02
27-06-2024,North,Chandigarh,Sports,Shoes,Returning,Cash,Delivered,Karan,9,9,774.39,6969.51,Yes,6429.92
07-07-2025,North,Chandigarh,Groceries,Oil,Returning,UPI,Pending,Sneha,4,4,2550.29,10201.16,No,0
23-03-2025,West,Pune,Groceries,Milk,New,Cash,Shipped,Rohit,8,8,297.42,2379.36,No,0
14-05-2025,North,Delhi,Electronics,Laptop,New,Cash,Shipped,Priya,6,6,2112.34,12674.04,No,0
15-01-2024,South,Chennai,Fashion,Shirt,New,Card,Pending,Priya,8,8,4038.4,32307.2,No,0
14-09-2025,South,Chennai,Electronics,Laptop,Returning,UPI,Pending,Amit,3,3,4442.81,13328.43,No,0
30-10-2025,South,Bangalore,Electronics,Laptop,New,Net Banking,Shipped,Priya,2,2,1709.93,3419.86,Yes,1183.16
15-10-2024,North,Delhi,Electronics,Laptop,New,Card,Delivered,Rohit,9,9,3673.62,33062.58,No,0
22-04-2025,East,Kolkata,Groceries,Rice,New,UPI,Delivered,Karan,7,7,2571.83,18002.81,No,0
18-08-2024,West,Pune,Electronics,Phone,New,Card,Delivered,Karan,2,2,1112.25,2224.5,No,0
23-02-2025,South,Chennai,Electronics,Laptop,New,UPI,Pending,Priya,5,5,1237.9,6189.5,No,0
05-06-2024,West,Pune,Groceries,Milk,New,Card,Pending,Amit,3,3,2664.7,7994.1,No,0
03-07-2025,South,Bangalore,Fashion,Jeans,Returning,UPI,Shipped,Sneha,8,8,4143.54,33148.32,No,0
16-03-2025,North,Chandigarh,Home,Table,Returning,Card,Shipped,Priya,7,7,3849.45,26946.15,No,0
06-04-2024,South,Chennai,Home,Lamp,New,Card,Shipped,Sneha,3,3,4785.83,14357.49,No,0
14-02-2025,East,Kolkata,Electronics,Laptop,Returning,Card,Shipped,Amit,3,3,3961.05,11883.15,No,0
15-10-2024,North,Chandigarh,Groceries,Rice,New,Net Banking,Shipped,Sneha,6,6,634.17,3805.02,No,0
10-09-2024,North,Delhi,Electronics,Phone,New,Net Banking,Pending,Amit,4,4,2479.67,9918.68,No,0
14-07-2024,West,Mumbai,Fashion,Shirt,New,UPI,Pending,Amit,7,7,4300.43,30103.01,No,0
20-08-2025,North,Chandigarh,Electronics,Tablet,New,Card,Delivered,Sneha,9,9,4567.91,41111.19,No,0
05-06-2025,South,Bangalore,Groceries,Rice,New,Cash,Shipped,Rohit,6,6,3444.45,20666.7,No,0
31-05-2025,West,Pune,Groceries,Rice,New,Cash,Delivered,Priya,1,1,3379.85,3379.85,No,0
26-09-2025,South,Chennai,Sports,Ball,New,Cash,Delivered,Amit,3,3,1599.63,4798.89,Yes,1639.79
27-04-2024,South,Chennai,Home,Lamp,New,UPI,Pending,Karan,3,3,4766.7,14300.1,No,0
07-06-2024,East,Bhubaneswar,Home,Lamp,Returning,Cash,Shipped,Priya,8,8,1254.55,10036.4,No,0
15-08-2024,South,Chennai,Fashion,Jeans,New,Cash,Delivered,Amit,3,3,4734.17,14202.51,No,0
03-08-2024,West,Pune,Groceries,Milk,Returning,Net Banking,Shipped,Rohit,7,7,745.27,5216.89,No,0
26-11-2025,East,Bhubaneswar,Electronics,Tablet,Returning,Cash,Pending,Amit,8,8,3420.84,27366.72,No,0
15-01-2024,North,Delhi,Electronics,Phone,Returning,Net Banking,Pending,Priya,3,3,927.41,2782.23,Yes,2153.37
05-06-2024,South,Chennai,Sports,Shoes,New,Net Banking,Pending,Rohit,6,6,531.95,3191.7,No,0
09-10-2025,North,Chandigarh,Sports,Bat,New,Net Banking,Shipped,Rohit,5,5,3216.63,16083.15,No,0
17-09-2024,West,Pune,Sports,Bat,New,Card,Delivered,Priya,5,5,2604.46,13022.3,No,0
05-06-2024,South,Chennai,Fashion,Shirt,Returning,UPI,Delivered,Priya,3,3,3986.01,11958.03,No,0
16-02-2024,East,Bhubaneswar,Fashion,Shoes,Returning,Net Banking,Shipped,Priya,3,3,3576.01,10728.03,No,0
19-11-2024,South,Chennai,Fashion,Shirt,New,UPI,Delivered,Karan,4,4,2397.07,9588.28,No,0
15-11-2025,North,Delhi,Groceries,Rice,Returning,UPI,Shipped,Priya,1,1,1590.79,1590.79,No,0
09-05-2024,East,Bhubaneswar,Sports,Ball,New,Cash,Shipped,Amit,2,2,2098.11,4196.22,No,0
14-02-2025,East,Bhubaneswar,Fashion,Shirt,Returning,Card,Shipped,Rohit,6,6,1814,10884,No,0
04-04-2024,East,Kolkata,Sports,Bat,Returning,Cash,Shipped,Amit,7,7,1425.74,9980.18,No,0
18-09-2025,East,Bhubaneswar,Sports,Ball,Returning,Net Banking,Shipped,Amit,9,9,748.21,6733.89,No,0
18-10-2024,East,Kolkata,Sports,Ball,New,Cash,Shipped,Karan,4,4,2766.86,11067.44,No,0
09-10-2024,West,Mumbai,Fashion,Shoes,New,Cash,Shipped,Rohit,9,9,940.82,8467.38,No,0
09-03-2024,South,Bangalore,Electronics,Laptop,New,Cash,Pending,Amit,7,7,4411.58,30881.06,No,0
21-10-2025,East,Bhubaneswar,Home,Chair,New,Card,Delivered,Priya,9,9,778.02,7002.18,No,0
11-01-2024,East,Kolkata,Home,Table,Returning,Card,Shipped,Sneha,6,6,2422.63,14535.78,No,0
10-09-2024,West,Pune,Sports,Ball,New,UPI,Shipped,Sneha,9,9,3017.3,27155.7,No,0
03-07-2025,West,Mumbai,Electronics,Laptop,Returning,Card,Pending,Amit,5,5,2112.48,10562.4,No,0
13-05-2024,South,Chennai,Sports,Ball,Returning,Card,Delivered,Sneha,5,5,4119.24,20596.2,No,0
12-12-2025,West,Pune,Groceries,Rice,New,Net Banking,Shipped,Sneha,1,1,773.07,773.07,No,0
23-01-2024,West,Pune,Fashion,Shoes,Returning,Card,Delivered,Sneha,7,7,3785.36,26497.52,No,0
11-12-2024,North,Chandigarh,Electronics,Phone,Returning,UPI,Shipped,Karan,2,2,3757.18,7514.36,No,0
28-10-2024,East,Kolkata,Home,Table,New,Net Banking,Pending,Rohit,9,9,2232.79,20095.11,No,0
28-12-2024,West,Mumbai,Sports,Shoes,Returning,Net Banking,Delivered,Amit,3,3,368.19,1104.57,No,0
30-01-2025,South,Bangalore,Sports,Ball,Returning,Cash,Pending,Karan,5,5,4324.17,21620.85,No,0
05-08-2024,South,Bangalore,Groceries,Rice,New,Cash,Pending,Sneha,4,4,2613.6,10454.4,No,0
20-05-2024,East,Bhubaneswar,Sports,Bat,New,Net Banking,Shipped,Karan,2,2,922.29,1844.58,No,0
07-09-2025,South,Bangalore,Fashion,Shirt,New,UPI,Delivered,Rohit,1,1,3647.74,3647.74,No,0
28-07-2024,North,Chandigarh,Electronics,Laptop,Returning,UPI,Pending,Priya,1,1,3557.26,3557.26,No,0
14-09-2025,East,Bhubaneswar,Groceries,Oil,New,UPI,Delivered,Amit,2,2,457.72,915.44,No,0
07-09-2025,South,Chennai,Fashion,Jeans,Returning,Net Banking,Delivered,Rohit,1,1,3621.72,3621.72,No,0
13-11-2025,North,Delhi,Electronics,Tablet,New,Net Banking,Delivered,Rohit,4,4,4597.42,18389.68,No,0
04-04-2025,East,Bhubaneswar,Home,Chair,New,Net Banking,Shipped,Priya,2,2,363.77,727.54,No,0
21-12-2024,East,Bhubaneswar,Electronics,Tablet,New,Cash,Shipped,Sneha,8,8,3160.85,25286.8,No,0
19-11-2024,East,Kolkata,Groceries,Oil,New,Card,Delivered,Amit,6,6,1772.1,10632.6,No,0
12-05-2024,East,Bhubaneswar,Sports,Bat,New,UPI,Pending,Karan,7,7,4093.85,28656.95,No,0
06-05-2024,South,Chennai,Fashion,Shoes,New,Card,Shipped,Amit,2,2,4343.57,8687.14,Yes,7144.63
15-04-2024,East,Bhubaneswar,Sports,Shoes,Returning,Net Banking,Shipped,Rohit,4,4,4945.32,19781.28,No,0
26-08-2025,North,Delhi,Electronics,Laptop,Returning,UPI,Delivered,Rohit,7,7,3797.39,26581.73,No,0
12-01-2025,North,Chandigarh,Fashion,Jeans,New,Cash,Delivered,Rohit,1,1,4443.86,4443.86,No,0
20-02-2024,East,Kolkata,Sports,Shoes,New,Cash,Pending,Amit,2,2,577.1,1154.2,No,0
29-01-2024,West,Mumbai,Fashion,Jeans,New,Net Banking,Pending,Karan,9,9,134.21,1207.89,No,0
06-04-2025,South,Bangalore,Sports,Ball,New,UPI,Pending,Rohit,3,3,697.21,2091.63,Yes,1931.22
22-10-2024,East,Kolkata,Sports,Bat,New,Card,Delivered,Priya,6,6,4960.26,29761.56,No,0
23-10-2024,East,Bhubaneswar,Fashion,Jeans,New,Net Banking,Pending,Priya,1,1,1244.48,1244.48,Yes,435.19
26-12-2025,South,Bangalore,Home,Chair,Returning,Net Banking,Pending,Karan,9,9,1527.67,13749.03,No,0
10-02-2025,East,Bhubaneswar,Fashion,Jeans,Returning,Cash,Delivered,Rohit,6,6,4889.73,29338.38,No,0
04-09-2025,West,Pune,Sports,Ball,New,Cash,Delivered,Karan,3,3,1717.76,5153.28,No,0
08-02-2025,South,Chennai,Fashion,Shoes,New,Net Banking,Shipped,Rohit,2,2,1558.49,3116.98,No,0
11-12-2024,East,Kolkata,Electronics,Laptop,Returning,Card,Pending,Priya,7,7,905.01,6335.07,No,0
13-09-2025,South,Chennai,Home,Table,Returning,Net Banking,Pending,Amit,6,6,3617.87,21707.22,No,0
23-02-2025,East,Kolkata,Sports,Ball,New,Net Banking,Shipped,Sneha,9,9,445.62,4010.58,No,0
30-06-2024,West,Mumbai,Home,Chair,Returning,Cash,Shipped,Sneha,1,1,4124.13,4124.13,No,0
01-01-2024,West,Pune,Groceries,Oil,New,UPI,Delivered,Priya,5,5,942.19,4710.95,No,0
20-07-2025,East,Bhubaneswar,Home,Table,Returning,UPI,Pending,Priya,5,5,4312.26,21561.3,No,0
05-01-2025,West,Mumbai,Sports,Shoes,Returning,Cash,Delivered,Karan,6,6,164.82,988.92,No,0
22-10-2025,North,Chandigarh,Groceries,Oil,Returning,Net Banking,Shipped,Priya,1,1,4198.46,4198.46,No,0
06-03-2025,South,Bangalore,Groceries,Oil,New,Net Banking,Pending,Amit,1,1,4116.16,4116.16,No,0
04-11-2024,West,Mumbai,Groceries,Milk,New,Card,Pending,Sneha,5,5,1492.5,7462.5,No,0
16-05-2024,West,Pune,Groceries,Oil,Returning,Card,Shipped,Amit,4,4,3797.23,15188.92,No,0
20-07-2024,North,Chandigarh,Electronics,Phone,New,UPI,Delivered,Karan,3,3,3534.58,10603.74,No,0
11-03-2025,North,Delhi,Home,Lamp,New,Cash,Shipped,Priya,1,1,2566.39,2566.39,No,0
08-11-2024,East,Kolkata,Home,Lamp,New,Card,Pending,Karan,9,9,3263.12,29368.08,No,0
26-04-2024,West,Mumbai,Fashion,Jeans,Returning,Cash,Pending,Sneha,5,5,2067.34,10336.7,No,0
27-10-2025,South,Bangalore,Home,Table,Returning,Net Banking,Shipped,Amit,6,6,2126.23,12757.38,Yes,5347.77
28-07-2025,North,Delhi,Fashion,Shoes,Returning,Cash,Pending,Sneha,7,7,1378.5,9649.5,No,0
31-08-2024,East,Bhubaneswar,Electronics,Tablet,New,Card,Delivered,Sneha,1,1,311.19,311.19,No,0
20-06-2025,North,Chandigarh,Sports,Bat,New,Cash,Delivered,Priya,9,9,3559.19,32032.71,No,0
24-08-2025,East,Bhubaneswar,Sports,Shoes,New,Net Banking,Pending,Sneha,1,1,2589.89,2589.89,No,0
15-03-2024,South,Chennai,Electronics,Phone,New,UPI,Pending,Karan,3,3,3175.58,9526.74,No,0
20-01-2025,East,Bhubaneswar,Home,Lamp,New,Cash,Shipped,Rohit,2,2,2306.38,4612.76,No,0
28-07-2024,South,Chennai,Electronics,Phone,Returning,Net Banking,Shipped,Sneha,7,7,4448.6,31140.2,No,0
19-04-2025,South,Bangalore,Sports,Ball,Returning,Card,Delivered,Amit,2,2,4627.96,9255.92,No,0
21-02-2025,North,Delhi,Electronics,Laptop,New,Cash,Pending,Rohit,4,4,3214.66,12858.64,No,0
12-12-2024,South,Chennai,Groceries,Oil,New,Cash,Shipped,Rohit,7,7,4141.55,28990.85,No,0
12-06-2025,West,Mumbai,Fashion,Jeans,Returning,Card,Pending,Karan,5,5,1972.41,9862.05,No,0
01-10-2025,North,Chandigarh,Home,Chair,New,Card,Delivered,Amit,3,3,1263.67,3791.01,No,0
27-06-2024,North,Chandigarh,Fashion,Shoes,New,Card,Pending,Karan,8,8,2973.91,23791.28,No,0
30-06-2024,North,Chandigarh,Home,Chair,Returning,Net Banking,Delivered,Rohit,1,1,1046.48,1046.48,No,0
25-10-2025,East,Kolkata,Electronics,Laptop,New,Card,Shipped,Amit,2,2,1953.3,3906.6,No,0
25-01-2024,South,Bangalore,Fashion,Jeans,Returning,Net Banking,Delivered,Karan,9,9,3450.96,31058.64,Yes,23357.26
28-06-2024,East,Bhubaneswar,Electronics,Phone,Returning,UPI,Shipped,Sneha,1,1,4282.91,4282.91,No,0
10-12-2025,North,Delhi,Sports,Ball,New,UPI,Delivered,Priya,5,5,1995.36,9976.8,No,0
15-05-2025,North,Delhi,Electronics,Phone,Returning,UPI,Pending,Sneha,8,8,1114.58,8916.64,No,0
09-06-2024,South,Chennai,Fashion,Shirt,New,UPI,Pending,Priya,8,8,4563.05,36504.4,Yes,21431.3
25-06-2024,East,Kolkata,Fashion,Shoes,New,Card,Pending,Amit,8,8,1607.63,12861.04,No,0
11-10-2024,East,Kolkata,Home,Chair,Returning,Card,Shipped,Sneha,5,5,2895.01,14475.05,No,0
03-03-2024,East,Kolkata,Groceries,Rice,New,Card,Shipped,Sneha,5,5,2778.72,13893.6,No,0
23-10-2025,West,Pune,Fashion,Shirt,Returning,Cash,Delivered,Rohit,8,8,496.67,3973.36,No,0
27-10-2025,East,Kolkata,Groceries,Milk,Returning,Card,Pending,Rohit,4,4,4590.8,18363.2,No,0
04-06-2024,East,Bhubaneswar,Sports,Bat,New,Cash,Pending,Sneha,9,9,4462.16,40159.44,No,0
13-04-2025,North,Delhi,Home,Lamp,New,UPI,Shipped,Sneha,4,4,4765.11,19060.44,No,0
18-02-2024,West,Mumbai,Home,Lamp,Returning,Cash,Pending,Amit,8,8,2936.93,23495.44,Yes,10601.97
24-03-2024,South,Chennai,Home,Table,New,Cash,Shipped,Karan,5,5,4375.87,21879.35,No,0
26-12-2024,East,Kolkata,Home,Chair,Returning,UPI,Pending,Karan,9,9,3487.94,31391.46,No,0
19-11-2025,South,Chennai,Sports,Bat,New,UPI,Delivered,Sneha,1,1,2279.78,2279.78,No,0
27-05-2024,South,Bangalore,Home,Lamp,Returning,Net Banking,Pending,Amit,2,2,4594.38,9188.76,No,0
21-09-2025,West,Pune,Home,Table,New,UPI,Pending,Sneha,1,1,2211.21,2211.21,No,0
07-12-2024,West,Mumbai,Groceries,Oil,New,Cash,Shipped,Sneha,3,3,2225.1,6675.3,No,0
20-04-2025,East,Bhubaneswar,Home,Table,Returning,Card,Delivered,Karan,3,3,4930.26,14790.78,No,0
03-03-2024,North,Chandigarh,Home,Lamp,New,Net Banking,Shipped,Amit,6,6,3153.73,18922.38,No,0
01-12-2025,North,Chandigarh,Groceries,Rice,New,Cash,Pending,Karan,8,8,4240.69,33925.52,No,0
25-12-2024,East,Bhubaneswar,Fashion,Shoes,New,Net Banking,Shipped,Rohit,1,1,198.11,198.11,Yes,101.03
14-07-2025,West,Mumbai,Electronics,Tablet,New,Cash,Delivered,Priya,8,8,3769.92,30159.36,No,0
22-11-2024,West,Mumbai,Sports,Ball,New,Cash,Shipped,Karan,4,4,1013.46,4053.84,No,0
20-05-2024,East,Bhubaneswar,Groceries,Milk,Returning,Card,Delivered,Karan,7,7,2474.98,17324.86,Yes,8738.41
02-08-2024,West,Pune,Sports,Bat,Returning,Net Banking,Shipped,Priya,3,3,4839.63,14518.89,No,0
10-03-2025,West,Mumbai,Sports,Bat,New,Cash,Shipped,Karan,2,2,2192.81,4385.62,No,0
23-12-2025,North,Chandigarh,Home,Table,Returning,Card,Delivered,Rohit,1,1,3565.67,3565.67,No,0
13-11-2024,East,Kolkata,Sports,Bat,Returning,UPI,Shipped,Amit,2,2,3366.98,6733.96,No,0
01-02-2024,East,Bhubaneswar,Home,Lamp,Returning,Net Banking,Delivered,Rohit,4,4,363.53,1454.12,Yes,707.24
31-10-2025,North,Delhi,Home,Chair,Returning,Cash,Shipped,Karan,7,7,1999.71,13997.97,No,0
11-10-2024,South,Bangalore,Electronics,Laptop,Returning,Card,Shipped,Amit,2,2,850.41,1700.82,No,0
31-10-2024,South,Chennai,Home,Chair,Returning,UPI,Delivered,Karan,3,3,2512.58,7537.74,No,0
04-03-2025,West,Pune,Fashion,Shirt,Returning,Card,Delivered,Karan,4,4,2149.63,8598.52,No,0
21-04-2025,West,Pune,Electronics,Laptop,New,UPI,Shipped,Amit,6,6,2536.54,15219.24,No,0
12-10-2024,East,Bhubaneswar,Groceries,Oil,New,Net Banking,Pending,Karan,2,2,1706.43,3412.86,No,0
23-05-2024,North,Chandigarh,Home,Chair,New,UPI,Pending,Rohit,5,5,2028.81,10144.05,No,0
27-02-2025,North,Chandigarh,Groceries,Oil,New,Card,Pending,Rohit,3,3,1766.02,5298.06,No,0
19-01-2024,East,Kolkata,Sports,Ball,New,UPI,Shipped,Amit,5,5,3906.31,19531.55,No,0
18-01-2024,East,Kolkata,Sports,Bat,Returning,UPI,Pending,Karan,3,3,910.95,2732.85,No,0
12-08-2025,South,Chennai,Electronics,Phone,Returning,Card,Shipped,Sneha,5,5,683.62,3418.1,No,0
05-01-2025,South,Bangalore,Fashion,Shirt,Returning,Net Banking,Delivered,Amit,6,6,1137.55,6825.3,Yes,3123.63
23-06-2024,East,Kolkata,Sports,Bat,New,UPI,Pending,Amit,6,6,4303.88,25823.28,No,0
12-07-2024,East,Bhubaneswar,Electronics,Laptop,Returning,Cash,Delivered,Rohit,3,3,1600.71,4802.13,No,0
16-05-2025,East,Kolkata,Sports,Ball,Returning,Card,Delivered,Amit,6,6,2685.18,16111.08,No,0
22-04-2024,West,Mumbai,Sports,Shoes,Returning,UPI,Pending,Priya,9,9,4126.04,37134.36,No,0
23-04-2024,North,Chandigarh,Sports,Shoes,New,Cash,Shipped,Amit,3,3,1583.6,4750.8,No,0
09-08-2024,South,Chennai,Electronics,Phone,Returning,Card,Delivered,Amit,7,7,3042.86,21300.02,No,0
08-11-2025,West,Mumbai,Sports,Shoes,New,Net Banking,Pending,Priya,5,5,3124.25,15621.25,No,0
05-10-2025,West,Pune,Sports,Shoes,Returning,UPI,Shipped,Karan,5,5,708.13,3540.65,No,0
20-09-2024,North,Chandigarh,Groceries,Rice,Returning,Card,Pending,Amit,2,2,1000.54,2001.08,No,0
24-02-2024,East,Kolkata,Electronics,Phone,New,Net Banking,Shipped,Sneha,9,9,3052.1,27468.9,No,0
04-10-2025,East,Bhubaneswar,Groceries,Rice,Returning,UPI,Shipped,Sneha,8,8,1470.22,11761.76,No,0
02-04-2025,North,Chandigarh,Fashion,Shirt,New,Cash,Pending,Rohit,4,4,1068.02,4272.08,No,0
10-06-2024,West,Mumbai,Groceries,Rice,Returning,Card,Shipped,Sneha,8,8,3894.66,31157.28,No,0
14-01-2025,East,Kolkata,Fashion,Shoes,Returning,UPI,Delivered,Priya,6,6,3774.77,22648.62,No,0
27-03-2024,North,Chandigarh,Groceries,Rice,Returning,Card,Delivered,Priya,2,2,441.63,883.26,No,0
24-02-2024,North,Delhi,Electronics,Tablet,New,Net Banking,Pending,Rohit,7,7,2561.62,17931.34,No,0
20-04-2025,North,Chandigarh,Electronics,Laptop,Returning,Net Banking,Pending,Amit,6,6,4198.44,25190.64,No,0
26-06-2024,West,Mumbai,Groceries,Milk,Returning,Cash,Pending,Amit,6,6,1747.98,10487.88,No,0
25-01-2025,East,Kolkata,Fashion,Shirt,New,Cash,Delivered,Karan,6,6,2808.79,16852.74,No,0
14-12-2024,West,Mumbai,Groceries,Milk,New,UPI,Delivered,Sneha,8,8,1690.58,13524.64,No,0
08-01-2024,East,Bhubaneswar,Groceries,Milk,New,Net Banking,Shipped,Amit,5,5,2638.25,13191.25,No,0
08-11-2024,South,Bangalore,Home,Lamp,Returning,Card,Delivered,Priya,7,7,2469.14,17283.98,No,0
18-03-2025,East,Kolkata,Home,Table,Returning,Card,Pending,Sneha,8,8,3775.75,30206,No,0
23-11-2024,West,Mumbai,Sports,Shoes,Returning,UPI,Pending,Rohit,9,9,3866.86,34801.74,Yes,23019.48
23-02-2024,North,Delhi,Home,Chair,New,UPI,Pending,Karan,7,7,278.66,1950.62,Yes,1691.83
26-08-2024,East,Kolkata,Fashion,Jeans,New,Net Banking,Delivered,Sneha,7,7,2245.71,15719.97,No,0
16-08-2024,North,Chandigarh,Electronics,Phone,New,Card,Shipped,Sneha,2,2,592.76,1185.52,No,0
01-08-2025,West,Mumbai,Groceries,Milk,New,Card,Shipped,Priya,4,4,2300.48,9201.92,No,0
20-02-2024,South,Chennai,Groceries,Rice,New,Net Banking,Shipped,Sneha,6,6,3303.56,19821.36,No,0
31-08-2025,South,Bangalore,Fashion,Jeans,Returning,Card,Delivered,Amit,8,8,622.46,4979.68,No,0
26-08-2025,South,Chennai,Sports,Ball,Returning,Net Banking,Pending,Rohit,7,7,3856.32,26994.24,No,0
20-09-2024,West,Pune,Sports,Ball,New,Card,Pending,Rohit,4,4,2631.48,10525.92,No,0
21-02-2025,East,Kolkata,Groceries,Rice,New,Card,Pending,Karan,9,9,1497.51,13477.59,No,0
05-04-2024,North,Delhi,Home,Table,Returning,Net Banking,Delivered,Karan,5,5,1521.22,7606.1,No,0
28-03-2024,West,Pune,Groceries,Milk,Returning,Cash,Pending,Sneha,6,6,931.82,5590.92,No,0
18-03-2024,West,Mumbai,Groceries,Oil,Returning,UPI,Pending,Karan,2,2,375.5,751,No,0
14-10-2024,East,Bhubaneswar,Electronics,Phone,Returning,Cash,Delivered,Karan,9,9,2781.89,25037.01,No,0
29-04-2024,West,Mumbai,Electronics,Tablet,New,Card,Pending,Karan,6,6,1323.75,7942.5,No,0
05-05-2025,East,Kolkata,Fashion,Jeans,Returning,UPI,Shipped,Rohit,8,8,2840.17,22721.36,No,0
27-03-2025,North,Chandigarh,Electronics,Tablet,Returning,Card,Pending,Sneha,2,2,178.54,357.08,No,0
